"t","x","y","exp_id"
0.0,120.0,70.0,"exp1"
0.005938082231558182,25.309317894186805,99.72610761238062,"exp1"
0.008724154435701435,10.859389340097966,103.43883012326795,"exp1"
0.011803580718863987,4.178045329011806,104.3981035812818,"exp1"
0.014590963089584054,1.7569427783760383,104.04764605535435,"exp1"
0.017473945075684495,0.7211662023248291,103.19986891448919,"exp1"
0.02027411900487864,0.3060908451275307,102.18878169871206,"exp1"
0.023106251636876334,0.12981367532507304,101.09643063044402,"exp1"
0.025922882676692266,0.055830023039559695,99.98848427357757,"exp1"
0.028760854297084734,0.02408549617541239,98.87042874534342,"exp1"
0.031611200129118715,0.010451970836909767,97.75411679453323,"exp1"
0.034491338590591634,0.004539859468865013,96.63636883549931,"exp1"
0.03741066072681595,0.001968872490733989,95.51533838302814,"exp1"
0.040397022358052134,0.000846158443491228,94.38152700347545,"exp1"
0.04349442967437937,0.00035619831875623534,93.21955229652598,"exp1"
0.046776570771006006,0.00014409018864765968,92.0037826634236,"exp1"
0.05034343725867207,5.462667669861738e-5,90.70047141519402,"exp1"
0.05432140623295935,1.8832272242924776e-5,89.26869014549366,"exp1"
0.05887024959379724,5.696320984898974e-6,87.65910530101448,"exp1"
0.06420609191589484,1.4466958529559443e-6,85.80799084946142,"exp1"
0.07064085293375928,2.93393668586321e-7,83.627557094132,"exp1"
0.07865417726926656,4.6861733829979286e-8,80.98952292859404,"exp1"
0.0890215605751819,7.968031185667388e-9,77.69961222448154,"exp1"
0.10298385682838336,3.79687920907796e-9,73.47910511785302,"exp1"
0.12181312510478823,7.663223029965483e-9,68.1481497821877,"exp1"
0.14446647628019482,2.9569140620068758e-8,62.24452650116169,"exp1"
0.168344974166929,8.630420919812873e-8,56.57440146275848,"exp1"
0.19227909089355336,1.3533645043811747e-7,51.40935422351217,"exp1"
0.2166694031385345,1.269354313128776e-7,46.6306894255145,"exp1"
0.24262126779484275,9.159589621254774e-8,42.032849241473755,"exp1"
0.27139220851800644,6.18278789356968e-8,37.46352057474065,"exp1"
0.3042309088029395,4.2476131240402325e-8,32.85200815876819,"exp1"
0.34249348410301705,2.956079482402488e-8,28.189866635639824,"exp1"
0.3879526714053113,1.9622772033661552e-8,23.50294725693346,"exp1"
0.4433864413215394,1.127005650551737e-8,18.828859294306785,"exp1"
0.5137970282260802,4.765395807660543e-9,14.20719431914462,"exp1"
0.6093376154423364,9.536721223391741e-10,9.694770901176586,"exp1"
0.7316145726622838,6.408633389882588e-11,5.9445916358592825,"exp1"
0.8629117225169507,1.3807619817341116e-11,3.51590951022783,"exp1"
