"t","x","y","exp_id"
0.0,200.0,35.0,"exp3"
0.005214392000232055,90.79927179359677,94.12649281727933,"exp3"
0.007799845923598237,46.99334484807079,117.50834559720921,"exp3"
0.01180079719793761,13.882659238196005,134.65213536102496,"exp3"
0.014362763936533017,6.007548549133541,138.3390701626414,"exp3"
0.017316309155896503,2.249576899593626,139.683789949082,"exp3"
0.019930855306759972,0.939152303940779,139.7750767575568,"exp3"
0.022651342938731448,0.37884849670120446,139.434003948282,"exp3"
0.025265303692911932,0.15877791048773499,138.93513777478546,"exp3"
0.027902241219895613,0.0662647254672601,138.36389297280195,"exp3"
0.03050566300706684,0.028065358239611184,137.77359317665008,"exp3"
0.03311636365737366,0.011902500503883463,137.1722497903781,"exp3"
0.03572404848056129,0.005071901228015285,136.56920748828966,"exp3"
0.03835029752176718,0.0021563700632503302,135.9624180080062,"exp3"
0.04101098886149667,0.000910122871560843,135.34950090724996,"exp3"
0.043747346260475155,0.00037636247978531617,134.721632751584,"exp3"
0.046620126217197244,0.00014960639106045687,134.06541619300194,"exp3"
0.049716474244152216,5.564106476098019e-5,133.3616287781595,"exp3"
0.053142219621386835,1.8750638765883918e-5,132.58723888193262,"exp3"
0.05703002586341925,5.507731755040725e-6,131.71383061360237,"exp3"
0.06155538067277298,1.3449133623934388e-6,130.70443246749807,"exp3"
0.06696964177601927,2.5935574851444313e-7,129.50691715089562,"exp3"
0.0736550807035077,4.0225418213976363e-8,128.04337180505428,"exp3"
0.0822193598915176,8.246768119895634e-9,126.19265842278652,"exp3"
0.0935559700288872,6.486828018812709e-9,123.78392893008103,"exp3"
0.10805949325205787,2.1536585747594382e-8,120.76923156793157,"exp3"
0.12392273711945759,1.0834197812268976e-7,117.5559079207123,"exp3"
0.1390885175849,3.414603542725125e-7,114.56383798253789,"exp3"
0.15302012547140678,5.273566781706581e-7,111.88241684702174,"exp3"
0.16614760252583122,4.810981691235629e-7,109.41322391471867,"exp3"
0.17911085933409182,3.5322953962204545e-7,107.02840038944139,"exp3"
0.19239921992144404,2.629669629699878e-7,104.63771083326063,"exp3"
0.20626397088314044,2.2043665840169689e-7,102.20023063158735,"exp3"
0.2207584243767852,2.0953409729517082e-7,99.71273116274673,"exp3"
0.23581419795457353,2.1568893506108777e-7,97.19298600106788,"exp3"
0.2513284977806907,2.2736437973461687e-7,94.66309676704527,"exp3"
0.2672308546134775,2.3624629907412148e-7,92.1382560239133,"exp3"
0.2835071557511375,2.3874331961299404e-7,89.62376506207718,"exp3"
0.30018898224857127,2.3568359575000775e-7,87.11781646792102,"exp3"
0.31733000422658925,2.2986788735878359e-7,84.61585644196046,"exp3"
0.3349860562284678,2.2374985922043235e-7,82.11382455220082,"exp3"
0.3532052611561254,2.1853558942369002e-7,79.60952453419053,"exp3"
0.3720272660636601,2.1435447321238516e-7,77.10254832912928,"exp3"
0.39148764996677043,2.107816985309567e-7,74.59352294303017,"exp3"
0.41162353124060447,2.0729487874551646e-7,72.08332066703133,"exp3"
0.43247783782551763,2.0352835476653486e-7,69.57256859047236,"exp3"
0.45410146675347696,1.9933382492927815e-7,67.06150551129454,"exp3"
0.47655382748414604,1.9472103593134087e-7,64.55006845137143,"exp3"
0.4999027487083444,1.897634656773471e-7,62.03805652306746,"exp3"
0.5242246032026373,1.8452646132517854e-7,59.52526587428861,"exp3"
0.5496051212078471,1.7903629175519336e-7,57.01155566937908,"exp3"
0.5761410085541037,1.7328136630562503e-7,54.49685370489357,"exp3"
0.6039422985449465,1.672279004759585e-7,51.98113045240027,"exp3"
0.6331353545752221,1.6083576346475548e-7,49.46436847267156,"exp3"
0.6638665455726297,1.540678622759676e-7,46.94654231478021,"exp3"
0.6963067722588601,1.468927560009679e-7,44.42761215139369,"exp3"
0.7306571892285825,1.39283316321351e-7,41.90752741005429,"exp3"
0.7671566443524895,1.3121457749363614e-7,39.38623496412382,"exp3"
0.8060915763322756,1.226628206472027e-7,36.86368811095312,"exp3"
0.8478094363871698,1.1360668336240659e-7,34.33985532439777,"exp3"
0.8927372285143503,1.0403036610334759e-7,31.814730183009782,"exp3"
0.9414076524022829,9.392894463882426e-8,29.28834558463078,"exp3"
0.9944968660935223,8.331620331554375e-8,26.76079683968363,"exp3"
1.0528806090436942,7.223603130612662e-8,24.232280498570866,"exp3"
1.1177204691157128,6.077908460498622e-8,21.70316033069165,"exp3"
1.190601912167375,4.910691505483238e-8,19.174081295252595,"exp3"
1.2737661284823787,3.748559297214751e-8,16.646171792135902,"exp3"
1.370523656852592,2.6328396126984804e-8,14.12141544942659,"exp3"
1.4860516229367715,1.6237855561387682e-8,11.603362594373596,"exp3"
1.6290986026726224,8.010081030846364e-9,9.098550302830255,"exp3"
1.8161941018519165,2.4980102335077377e-9,6.619718809563015,"exp3"
2.0786012094418034,1.7312429025062104e-10,4.237452976061603,"exp3"
2.3704404910062977,2.455928805129049e-11,2.5801277861319836,"exp3"
2.7002529255656738,8.059031978525005e-12,1.4728006635768534,"exp3"
3.056634623171476,4.9949042862858415e-12,0.803587633153942,"exp3"
3.439549531796655,4.7771744796919196e-12,0.4191188921884843,"exp3"
3.8427687567800137,6.016658160045791e-12,0.21118122322238836,"exp3"
4.264094204533606,8.933326863594332e-12,0.10318374913547067,"exp3"
